,Population
0,20.0
1,7.0
2,0.0
3,11.0
4,7.0
5,14.0
6,0.0
7,7.0
8,8.0
9,0.0
10,0.0
11,14.0
12,14.0
13,7.0
14,0.0
15,14.0
16,0.0
17,0.0
18,7.0
19,12.0
20,19.0
21,14.0
22,0.0
23,7.0
24,7.0
25,14.0
26,0.0
27,0.0
28,7.0
29,14.0
30,20.0
31,0.0
32,14.0
33,0.0
34,0.0
35,0.0
36,14.0
37,14.0
38,14.0
39,12.0
40,0.0
41,0.0
42,24.0
43,0.0
44,0.0
45,14.0
46,0.0
47,0.0
48,16.0
49,8.0
50,0.0
51,0.0
52,14.0
53,0.0
54,8.0
55,7.0
56,7.0
57,7.0
58,0.0
59,14.0
60,24.0
61,4.0
62,12.0
63,12.0
64,0.0
65,7.0
66,12.0
67,0.0
68,0.0
69,0.0
70,7.0
71,0.0
72,7.0
73,8.0
74,0.0
75,7.0
76,0.0
77,0.0
78,12.0
79,14.0
80,12.0
81,0.0
82,0.0
83,0.0
84,7.0
85,11.0
86,0.0
87,0.0
88,7.0
89,13.0
90,0.0
91,15.0
92,0.0
93,0.0
94,0.0
95,14.0
96,11.0
97,24.0
98,8.0
99,0.0
100,18.0
101,16.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,11.0
108,7.0
109,0.0
110,12.0
111,14.0
112,8.0
113,7.0
114,12.0
115,14.0
116,11.0
117,0.0
118,7.0
119,14.0
120,0.0
121,0.0
122,14.0
123,7.0
124,0.0
125,12.0
126,7.0
127,0.0
128,12.0
129,12.0
130,14.0
131,0.0
132,12.0
133,0.0
134,0.0
135,0.0
136,14.0
137,14.0
138,12.0
139,4.0
140,14.0
141,14.0
142,14.0
143,7.0
144,0.0
145,0.0
146,0.0
147,0.0
148,12.0
149,14.0
150,0.0
151,11.0
152,0.0
153,0.0
154,14.0
155,11.0
156,0.0
157,0.0
158,0.0
159,0.0
160,12.0
161,7.0
162,12.0
163,0.0
164,24.0
165,0.0
166,14.0
167,0.0
168,14.0
169,12.0
170,12.0
171,0.0
172,14.0
173,0.0
174,0.0
175,0.0
176,7.0
177,8.0
178,14.0
179,0.0
180,24.0
181,14.0
182,0.0
183,7.0
184,14.0
185,0.0
186,7.0
187,0.0
188,12.0
189,12.0
190,0.0
191,8.0
192,14.0
193,0.0
194,8.0
195,7.0
196,0.0
197,14.0
198,0.0
199,0.0
200,0.0
201,0.0
202,12.0
203,0.0
204,0.0
205,0.0
206,0.0
207,14.0
208,0.0
209,4.0
210,7.0
211,24.0
212,20.0
213,0.0
214,0.0
215,7.0
216,8.0
217,7.0
218,8.0
219,7.0
220,0.0
221,0.0
222,14.0
223,0.0
224,0.0
225,23.0
226,14.0
227,24.0
228,14.0
229,0.0
230,8.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,8.0
237,14.0
238,0.0
239,0.0
240,0.0
241,11.0
242,14.0
243,7.0
244,0.0
245,14.0
246,0.0
247,14.0
248,14.0
249,0.0
250,14.0
251,11.0
252,0.0
253,14.0
254,11.0
255,14.0
256,0.0
257,14.0
258,14.0
259,0.0
260,7.0
261,8.0
262,8.0
263,0.0
264,11.0
265,20.0
266,0.0
267,0.0
268,7.0
269,0.0
270,9.0
271,16.0
272,8.0
273,0.0
274,0.0
275,0.0
276,7.0
277,0.0
278,11.0
279,12.0
280,7.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,7.0
287,14.0
288,0.0
289,14.0
290,7.0
291,11.0
292,6.0
293,11.0
294,0.0
295,12.0
296,0.0
297,14.0
298,24.0
299,7.0
300,0.0
301,12.0
302,14.0
303,14.0
304,8.0
305,14.0
306,8.0
307,8.0
308,0.0
309,11.0
310,12.0
311,12.0
312,12.0
313,7.0
314,0.0
315,8.0
316,0.0
317,11.0
318,8.0
319,7.0
320,0.0
321,7.0
322,0.0
323,12.0
324,12.0
325,7.0
326,0.0
327,7.0
328,12.0
329,12.0
330,14.0
331,0.0
332,14.0
333,7.0
334,14.0
335,24.0
336,12.0
337,12.0
338,7.0
339,3.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,14.0
347,11.0
348,14.0
349,7.0
350,12.0
351,0.0
352,12.0
353,0.0
354,14.0
355,19.0
356,24.0
357,11.0
358,9.0
359,7.0
360,12.0
361,8.0
362,0.0
363,7.0
364,8.0
365,0.0
366,0.0
367,0.0
368,14.0
369,12.0
370,2.0
371,14.0
372,0.0
373,7.0
374,0.0
375,0.0
376,24.0
377,7.0
378,14.0
379,15.0
380,0.0
381,0.0
382,8.0
383,14.0
384,12.0
385,0.0
386,8.0
387,12.0
388,7.0
389,0.0
390,0.0
391,12.0
392,12.0
393,12.0
394,0.0
395,19.0
396,8.0
397,12.0
398,0.0
399,12.0
400,0.0
401,7.0
402,0.0
403,12.0
404,12.0
405,0.0
406,14.0
407,12.0
408,7.0
409,7.0
410,14.0
411,0.0
412,24.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,8.0
419,12.0
420,8.0
421,23.0
422,24.0
423,0.0
424,14.0
425,8.0
426,24.0
427,0.0
428,0.0
429,0.0
430,14.0
431,24.0
432,12.0
433,0.0
434,7.0
435,12.0
436,8.0
437,8.0
438,14.0
439,0.0
440,8.0
441,0.0
442,14.0
443,0.0
444,7.0
445,0.0
446,11.0
447,8.0
448,7.0
449,11.0
450,0.0
451,12.0
452,0.0
453,0.0
454,8.0
455,12.0
456,4.0
457,12.0
458,0.0
459,0.0
460,11.0
461,20.0
462,14.0
463,0.0
464,7.0
465,0.0
466,14.0
467,8.0
468,14.0
469,12.0
470,2.0
471,7.0
472,12.0
473,7.0
474,9.0
475,24.0
476,12.0
477,14.0
478,7.0
479,12.0
480,7.0
481,7.0
482,7.0
483,0.0
484,7.0
485,7.0
486,12.0
487,7.0
488,0.0
489,24.0
490,0.0
491,12.0
492,12.0
493,12.0
494,0.0
495,0.0
496,0.0
497,8.0
498,14.0
499,0.0
500,0.0
501,0.0
502,0.0
503,12.0
504,12.0
505,0.0
506,0.0
507,12.0
508,0.0
509,12.0
510,12.0
511,6.0
512,14.0
513,0.0
514,7.0
515,8.0
516,0.0
517,14.0
518,14.0
519,0.0
520,0.0
521,7.0
522,12.0
523,1.0
524,20.0
525,15.0
526,14.0
527,0.0
528,7.0
529,12.0
530,12.0
531,19.0
532,14.0
533,9.0
534,0.0
535,0.0
536,7.0
537,12.0
538,0.0
539,20.0
540,7.0
541,0.0
542,0.0
543,14.0
544,0.0
545,7.0
546,14.0
547,8.0
548,0.0
549,0.0
550,7.0
551,0.0
552,14.0
553,0.0
554,7.0
555,0.0
556,0.0
557,12.0
558,24.0
559,0.0
560,14.0
561,24.0
562,14.0
563,0.0
564,12.0
565,20.0
566,7.0
567,0.0
568,14.0
569,7.0
570,0.0
571,0.0
572,0.0
573,12.0
574,9.0
575,0.0
576,0.0
577,8.0
578,20.0
579,7.0
580,0.0
581,0.0
582,7.0
583,0.0
584,12.0
585,8.0
586,14.0
587,11.0
588,0.0
589,8.0
590,7.0
591,7.0
592,0.0
593,0.0
594,0.0
595,7.0
596,0.0
597,14.0
598,7.0
599,14.0
600,0.0
601,0.0
602,0.0
603,0.0
604,13.0
605,12.0
606,0.0
607,0.0
608,0.0
609,14.0
610,12.0
611,11.0
612,7.0
613,0.0
614,0.0
615,0.0
616,8.0
617,0.0
618,14.0
619,12.0
620,0.0
621,0.0
622,14.0
623,0.0
624,11.0
625,0.0
626,7.0
627,0.0
628,0.0
629,12.0
630,7.0
631,7.0
632,0.0
633,0.0
634,24.0
635,6.0
636,11.0
637,4.0
638,0.0
639,24.0
640,0.0
641,14.0
642,7.0
643,14.0
644,8.0
645,7.0
646,8.0
647,0.0
648,12.0
649,7.0
650,0.0
651,7.0
652,6.0
653,0.0
654,0.0
655,12.0
656,12.0
657,0.0
658,7.0
659,0.0
660,14.0
661,7.0
662,7.0
663,2.0
664,8.0
665,0.0
666,0.0
667,3.0
668,0.0
669,17.0
670,7.0
671,7.0
672,12.0
673,0.0
674,7.0
675,0.0
676,24.0
677,12.0
678,12.0
679,7.0
680,0.0
681,0.0
682,7.0
683,0.0
684,15.0
685,14.0
686,8.0
687,0.0
688,14.0
689,0.0
690,7.0
691,0.0
692,0.0
693,0.0
694,7.0
695,0.0
696,0.0
697,0.0
698,0.0
699,8.0
700,0.0
701,7.0
702,0.0
703,12.0
704,0.0
705,14.0
706,12.0
707,7.0
708,20.0
709,0.0
710,11.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,7.0
717,12.0
718,7.0
719,0.0
720,0.0
721,7.0
722,0.0
723,14.0
724,0.0
725,13.0
726,11.0
727,0.0
728,0.0
729,0.0
730,0.0
731,7.0
732,13.0
733,0.0
734,14.0
735,0.0
736,7.0
737,0.0
738,7.0
739,0.0
740,0.0
741,8.0
742,24.0
743,7.0
744,12.0
745,19.0
746,14.0
747,0.0
748,0.0
749,7.0
750,8.0
751,0.0
752,0.0
753,0.0
754,14.0
755,0.0
756,0.0
757,24.0
758,14.0
759,0.0
760,8.0
761,18.0
762,12.0
763,11.0
764,0.0
765,0.0
766,0.0
767,8.0
768,7.0
769,0.0
770,19.0
771,7.0
772,7.0
773,24.0
774,7.0
775,0.0
776,7.0
777,7.0
778,24.0
779,0.0
780,14.0
781,0.0
782,0.0
783,20.0
784,0.0
785,8.0
786,0.0
787,0.0
788,8.0
789,0.0
790,19.0
791,12.0
792,0.0
793,24.0
794,13.0
795,19.0
796,8.0
797,0.0
798,7.0
799,0.0
800,0.0
801,11.0
802,0.0
803,11.0
804,12.0
805,11.0
806,7.0
807,24.0
808,14.0
809,14.0
810,24.0
811,0.0
812,0.0
813,0.0
814,12.0
815,0.0
816,0.0
817,24.0
818,0.0
819,0.0
820,7.0
821,14.0
822,23.0
823,0.0
824,8.0
825,0.0
826,12.0
827,24.0
828,14.0
829,14.0
830,11.0
831,0.0
832,0.0
833,14.0
834,12.0
835,12.0
836,2.0
837,0.0
838,12.0
839,12.0
840,0.0
841,14.0
842,7.0
843,0.0
844,0.0
845,7.0
846,7.0
847,0.0
848,8.0
849,0.0
850,7.0
851,12.0
852,0.0
853,8.0
854,12.0
855,14.0
856,8.0
857,14.0
858,0.0
859,0.0
860,0.0
861,0.0
862,12.0
863,12.0
864,0.0
865,0.0
866,14.0
867,0.0
868,19.0
869,14.0
870,14.0
871,0.0
872,7.0
873,0.0
874,24.0
875,14.0
876,0.0
877,11.0
878,14.0
879,7.0
880,0.0
881,14.0
882,11.0
883,7.0
884,0.0
885,14.0
886,0.0
887,7.0
888,14.0
889,3.0
890,0.0
891,0.0
892,0.0
893,13.0
894,0.0
895,7.0
896,7.0
897,0.0
898,12.0
899,7.0
900,0.0
901,11.0
902,0.0
903,7.0
904,11.0
905,0.0
906,12.0
907,8.0
908,7.0
909,12.0
910,0.0
911,11.0
912,8.0
913,11.0
914,7.0
915,14.0
916,14.0
917,8.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,7.0
924,7.0
925,8.0
926,0.0
927,0.0
928,11.0
929,14.0
930,8.0
931,7.0
932,14.0
933,14.0
934,12.0
935,11.0
936,7.0
937,7.0
938,12.0
939,14.0
940,0.0
941,0.0
942,0.0
943,8.0
944,0.0
945,0.0
946,14.0
947,0.0
948,14.0
949,7.0
950,12.0
951,11.0
952,24.0
